Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
241905,9/4/2019,Trash - Curbside/Alley Missed Pickup,"i am not sure why this seems to be a recurring problem but it has been for quite some time now. this involves 2 properties. 1807 cross and 1803 cross. the cans stay in the requested pick up position but we seem to get overlooked a couple times a month. sometimes more. please contact me should you need to. 
Dani Pittman Alternative Energy Products. 615-533-5394 or 629-207-0339","1807 Cross St, Nashville, TN 37207, United States",37207,RED RIVER,3202,2,1737429.94,681029.6866
241952,9/4/2019,Trash Collection Complaint,Plastic Bags/Bagged Recyclables and Styrofoam,"6200 Jocelyn Hollow Rd, Nashville, TN 37205, United States",37205,,,23,1708651.4,646076.8012
241962,9/4/2019,Trash - Curbside/Alley Missed Pickup,A tree fell in the alley and trash wasn't collected. Now limb is gone,"5507 Louisiana Ave, Nashville, TN 37209, United States",37209,METRO,9302,20,1716103.158,666617.7293
242016,9/4/2019,Damage to Property,Trash truck is turning around in my driveway and it leaves big black tire marks on the concrete driveway.  In the past they always turned around at 3 way section.   I don?t want the trash collector to be upset with me but I don?t think this should be happening.,"3929 Woodlawn Dr, Nashville, TN 37205, United States",37205,RED RIVER,2302,24,1721904.817,652995.6853
242130,9/4/2019,Trash - Curbside/Alley Missed Pickup,ONLY GOT ONE OF HER CARTS,"607 Estes Rd, Nashville, TN 37215, United States",37215,RED RIVER,2303,24,1721739.6,652520.7005
242135,9/4/2019,Trash - Curbside/Alley Missed Pickup,Trash was out but a workman?s truck must have been either too close or blocking trash bin,"112 Windsor Dr, Nashville, TN 37205, United States",37205,RED RIVER,1302,23,1713621.801,644539.2013
242149,9/4/2019,Trash - Curbside/Alley Missed Pickup,"In reviewing Ring camera footage, the worker flips the lid a bit and walks on. The bin was only 3/5 full so maybe he thought it was empty?","4006 Nebraska Ave, Nashville, TN 37209, United States",37209,WASTE IND,2306,24,1722411.561,659834.121
242184,9/4/2019,Trash - Curbside/Alley Missed Pickup,"All of the neighbors trash was picked up, but ours.","1502 55th Ave N, Nashville, TN 37209, United States",37209,METRO,9302,20,1716318.395,667651.8699
242252,9/5/2019,Trash - Curbside/Alley Missed Pickup,this is happening all the time put on watch list,"1308 Tyne Blvd, Nashville, Tennessee, 37215",37215,RED RIVER,3303,34,1728981.001,637273.6012
242278,9/5/2019,Trash - Curbside/Alley Missed Pickup,"None of the trash was picked up at any of our houses this week.  The trash has been out since Sunday, for the regular Tuesday trash pick up.  Can someone please come to pick the trash? UNIT-A though D,",1011 12TH AVE S,37203,METRO,9407,17,1736294.435,660621.6331
242295,9/5/2019,Trash - Curbside/Alley Missed Pickup,No trash was picked up on our alley this week.,"1011 12th Ave N, Nashville, TN 37208, United States",37208,METRO,9208,19,1732943.555,669328.358
242329,9/5/2019,Trash - Curbside/Alley Missed Pickup,Alley/no one was pickup {trash} Wednesday {might of been block?  NES trucks,"2813 Delaware Ave, Nashville, TN 37209, United States",37209,METRO,9303,21,1726419.401,664268.0015
242423,9/5/2019,Damage to Property,RESIDENT SAYS THE TRASH TRUCK DROPPED THE TRASH CAN DOWN ONTO HIS MAILBOX WHICH CAUSED HIS MAILBOX TO BECOME DAMAGED AND BROKEN.,"1919 Dabbs Ave, Nashville, TN 37217, United States",37217,RED RIVER,1401,13,1760069.899,659104.5252
242473,9/5/2019,Damage to Property,brush truck pulled phone line down notified utility to have repaired,"1810 Tammany Dr, Nashville, TN 37216, United States",37216,,,7,1755931.969,679606.0123
242525,9/5/2019,Trash Collection Complaint,Every week trash man gets out grabs the large bag of trash out of cart and leaves the smaller bags in the bottom never taking them. Please have driver empty the cart completely.,"5822 Leslie Ave, Nashville, TN 37209, United States",37209,,,20,1714210.6,664730.4017
242550,9/5/2019,Trash Collection Complaint,"trash/men only taking 1 bag out of cart, leaving all other bags still inside cart. UNIT-4  {Wants cart emptied today} can not be out for long/HOA.","601 Old Hickory Blvd, Brentwood, TN 37027, United States",37027,RED RIVER,3407,4,1744702.086,621690.6118
242559,9/5/2019,Trash - Curbside/Alley Missed Pickup,"Trash/curb Thursday, truck already emptied/others.","4057 Hollis Hill Dr, Nashville, TN 37211, United States",37211,RED RIVER,2405,30,1758119.661,633477.5199
242684,9/5/2019,Trash Collection Complaint,"CALLER SAYS THEY HAVE TO CLEAN UP AFTER THE TRASH TRUCK. THIS WEEK THERE WAS BROKEN GLASS BOTTLES, PAINT, THE CARTS WERE LEFT OUT IN THE ALLEY WAY NOT ALLOWING ACCESS TO THE ALLEY ITSELF AND DRIVEWAYS. SHOULD NOT HAVE TO CLEAN UP BEHIND THE CREW.  CARTS NEED TO BE RETURNED TO PICK UP LOCATION AND PLEASE KEEP TRASH OFF THE STREETS.","3725 Princeton Ave, Nashville, TN 37205, United States",37205,METRO,9307,24,1722828.541,657305.5234
242719,9/5/2019,Trash - Curbside/Alley Missed Pickup,"Trash/sit's on Oak St, side and Gallatin {Tuesday}'s pickup, wants cart emptied. Curb","3831 Gallatin Pike, Nashville, TN 37216, United States",37216,RED RIVER,2205,8,1753232.199,686153.199
242847,9/5/2019,Damage to Property,RESIDENT SAYS CLAW ON TRASH TRUCK CLIPPED HIS MAILBOX CAUSING IT TO LEAN TOWARDS THE STREET.,"105 S Graycroft Ave, Nashville, TN 37115, United States",37115,RED RIVER,3214,8,1752592.2,702842.7989
242894,9/5/2019,Trash Collection Complaint,Residents says she is 94 yrs old and has backdoor service. She is tired of having to call every week and wait until the following week to get her trash serviced. She wants to know why this year she has had so many problems getting her trash picked up. She said that if her trash isn't picked up tomorrow she is going to bring it here and dump it onto the property. In addition she said they have a new councilman who she will be contacting about this issue as well.,"5116 Edmondson Pike, Nashville, TN 37211, United States",37211,RED RIVER,3401,27,1750490.598,631692.0014
242948,9/5/2019,Trash - Curbside/Alley Missed Pickup,Hoping it can be picked up Friday September 6th. greatly appreciated!,"4015 MURRAY PL, 37216",37216,RED RIVER,2205,7,1757386.6,685773.7998
242977,9/5/2019,Trash - Curbside/Alley Missed Pickup,I need my garbage picked up.,"621 Oakley Dr, Nashville, TN 37220, United States",37220,RED RIVER,2403,26,1742341.619,629090.0908
242980,9/5/2019,Trash - Curbside/Alley Missed Pickup,Trash was picked up on the other side of the street,"603 Hamblen Dr, Nashville, TN 37115, United States",37115,RED RIVER,3412,8,1754312.599,709761.9996
242984,9/5/2019,Trash - Curbside/Alley Missed Pickup,Trash was picked up across the street,"927 Woods Lake Dr, Nashville, TN 37115, United States",37115,RED RIVER,3412,8,1754457.798,709599.7988
243088,9/6/2019,Damage to Property,RESIDENT SAYS THE TRASH TRUCK HIT HER MAILBOX APPX 3 WEEKS AGO NOW MAILBOX IS LEANING AND MAIL CAN NOT BE PLACED INSIDE. SHE SAID SHE GOT THE PHONE NUMBER FOR RED RIVER OFF TRUCK AND REPORTED IT THE SAME DAY AND WAS TOLD SOMEONE WOULD BE OUT THAT FRIDAY BUT NO ONE HAS BEEN OUT NOR CONTACTED HER SINCE.,"4904 Hopedale Dr, Nashville, TN 37211, United States",37211,RED RIVER,2405,30,1756865.799,634653.6007
243150,9/6/2019,Trash - Curbside/Alley Missed Pickup,has no alley access,"703 32nd Ave N, Nashville, TN 37209, United States",37209,WASTE IND,3307,21,1725321.634,665225.8234
243260,9/6/2019,Trash - Curbside/Alley Missed Pickup,Trash/Alley is not getting emptied on Thursday's. Caller is having a hard time getting trash picked up. Caller states the whole the alley is getting picked up but the last 6 at the end of the alley.,"2226 Grantland Ave, Nashville, TN 37204, United States",37204,METRO,9404,17,1739208.546,654565.5291
243393,9/6/2019,Trash Collection Complaint,trash/truck left a lot of broken glass/on the ground of this Town-Homes complex. Through out the complex. Want someone from hauler to come back and wash or remove all the glass at this location.,"2120 Lebanon Pike, Nashville, TN 37210, United States",37210,RED RIVER,1504S,15,1760105.805,667208.4876
243446,9/6/2019,Trash Collection Complaint,caller is upset that the trash hauler left others people's carts in her yard and their trash and didn't empty hers. wants supervisor,"424 Hart Ave, Nashville, Tennessee, 37206",37206,METRO,9504,5,1745281.798,673832.8019
243458,9/6/2019,Trash - Curbside/Alley Missed Pickup,Hi there - it doesn't appear any trash cans were serviced on our street and the surrounding area. Thanks for your help!,"601 Glenpark Ct, Nashville, TN 37217, United States",37217,RED RIVER,1402,13,1759632.142,648473.1228
243630,9/6/2019,Trash Collection Complaint,have had problems weekly with trash pickup for entire neighborhood on Cabin Hill Rd Nashville TN 37214. Please ensure that garbage is being picked up on scheduled day.,"2439 CABIN HILL RD, 37214",37214,RED RIVER,1502,15,1768377.857,678901.2523
243631,9/6/2019,Trash - Curbside/Alley Missed Pickup,Trashcan is curbside on Timberhill Dr.,"524 Richmar Dr, Nashville, TN 37211, United States",37211,RED RIVER,2403,26,1745427.473,636800.8007
243641,9/6/2019,Trash Collection Complaint,The trash man just came through our subdivision at 830pm. we were standing beside our trash can so that we could bring it into our yard after it was emptied and the trash man damaged our trash can. We can't close the lid and it bent the rod for the wheels. We need a new one ASAP at no charge to us since they trash company damaged it.,"4909 Secretariat Dr, Nashville, TN 37013, United States",37013,RED RIVER,3504,33,1786547.018,629643.9056
243642,9/6/2019,Trash - Curbside/Alley Missed Pickup,Other carts were emptied but mine was not,"716 Knightsbridge Way, Antioch, Tennessee, 37013",37013,RED RIVER,4502,28,1773152.3,637119.9981
243645,9/7/2019,Trash Collection Complaint,The people who pick up the trash dumped glass and trash all over the alley outside of our parking garage and outside our back door. A handicap person couldn?t even get their wheelchair through the alley because of the pile of glass and trash. It?s dangerous and is attracting rats. I yelled down to the trash guys that they shouldn?t leave all of that in the alley and they just laughed and drove off.,"227 5th Ave N, Nashville, TN 37219, United States",37219,Metro,,19,1737988.998,667236.8016
243652,9/7/2019,Trash - Curbside/Alley Missed Pickup,Your app listed the wrong address for my request. It?s no 500 Piccadilly Row. Other carts were emptied on my street. Mine was left full.,"716 Knights Bridge Way, Antioch, TN 37013, USA",37013,RED RIVER,4502,28,1773152.3,637119.9981
243679,9/7/2019,Trash - Curbside/Alley Missed Pickup,Trash bins in alley that never get emptied plus bagged and unbagged trash around the bins.  Happens regularly.,"1014 13th Ave S, Nashville, Tennessee, 37212",37212,METRO,9407,17,1736048.519,660696.4868
243699,9/7/2019,Trash - Curbside/Alley Missed Pickup,forgot mine and several other in the neighborhood,"2120 Lebanon Pike, Nashville, TN 37210, United States",37210,RED RIVER,1504S,15,1760105.805,667208.4876
243714,9/7/2019,Trash - Curbside/Alley Missed Pickup,My trash hasn?t even picked up the last 3 weeks.,"4837 Goodwin Rd, Nashville, TN 37013, United States",37013,RED RIVER,4505,28,1769149.799,630366.4016
244120,9/9/2019,Trash Collection Complaint,"bio-hazard {leachade lick} send crew to come and clean this asap, at this locations of 816 Dresden Ct, at every stop/they ran, every time they compacted in front of spot's they drop glass and also Leachade liquid materials. {upset} about this. Very dangerous/hazard {use to work for waste management so he knows.","816 Dresden Ct, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1790883.793,635609.4992
244179,9/9/2019,Trash - Curbside/Alley Missed Pickup,They picked up everyone?s garbage but ours.,"3348 Green Ridge Dr, Nashville, TN 37214, United States",37214,RED RIVER,2501,14,1782775.398,666102.4013
244214,9/9/2019,Trash - Curbside/Alley Missed Pickup,cart still on alley,"934 Cahal Ave, Nashville, TN 37206, United States",37206,METRO,9507,5,1748180.348,679365.7058
244267,9/9/2019,Trash - Curbside/Alley Missed Pickup,need alley access,"1924 16th Ave N, Nashville, TN 37208, United States",37208,,,21,1729189.002,674160.0014
244348,9/9/2019,Trash - Curbside/Alley Missed Pickup,"bottom part of Rychen Dr, did not get pickup for last weeks, Friday' trash/curb","2441 Rychen Dr, Nashville, TN 37217, United States",37217,RED RIVER,4502,29,1778907.35,637189.7909
244604,9/10/2019,Damage to Property,"Trash/spill oil/spot licking, she's on the backdoor/pickup {trash} {make a ware of this} needs to be clean. {2nd time calling wants spot of oil needs cleaning, Turn around driveway.","742 Currey Rd, Nashville, TN 37217, United States",37217,RED RIVER,1402,16,1758521.358,649323.4882
244761,9/10/2019,Trash Collection Complaint,Caller upset that when trash is picked up the trash guy is leaving the carts just thrown all over the alley and you cant drive thru unless you get out and move carts out of the alley way.,"233 Chapel Ave, Nashville, TN 37206, United States",37206,WASTE IND,2506,6,1750841.424,675406.3657
244830,9/10/2019,Trash Collection Complaint,CALLER SAYS THE TRASH TRUCK JUST DROVE RIGHT PAST HIS CART WHICH ONLY HAS BAGGED TRASH IN IT. THIS IS NOT THE 1ST TIME THIS HAS HAPPENED AND HE WANTS THIS TO STOP.,"825 Cherokee Ave, Nashville, TN 37207, United States",37207,METRO,9203,5,1746049.184,681022.4742
244978,9/10/2019,Trash Collection Complaint,Trash dumpsters at the front of the mobile home park smell bad and are constantly being filled with non-household trash.  Flies and other pests are drawn to it.,"3703 Dickerson Pike, Nashville, TN 37207, United States",37207,,3411,8,1746065.398,701777.1981
245046,9/10/2019,Trash - Curbside/Alley Missed Pickup,Hi- we had our trash can out early this morning (before most other neighbors) and when we came home from work tonight everyone else?s carts were emptied but ours.,3209 Hummingbird Dr,37218,RED RIVER,3204,1,1724277.801,686971.1998
245080,9/11/2019,Trash Collection Complaint,Trash collectors have damaged my trash can...come home found my can thrown in my yard one has top torn off....several cans in the neighborhood  in this manner (thrown in yard). ..need a replacement....Patrice Bryant  615 474 2121,"3208 Lagrange Dr, Nashville, TN 37218, United States",37218,,,1,1720914.601,673542.4013
245338,9/11/2019,Trash - Curbside/Alley Missed Pickup,trash bin in back by driveway (FoxHall),"3637 Woodmont Blvd, Nashville, TN 37215, United States..trash bin in back by drive",37215,RED RIVER,2303,25,1722744.2,649895.2009
245404,9/11/2019,Trash Collection Complaint,"The trash truck is leaking oil all over the street as it stops to pick  up the trash. This is both
unsightly and DANGEROUS! Please have the trucks inpected and maintained properly. Council representative will also be notified! Thank You","4248 Jamesborough Pl, Nashville, TN 37215, United States",37215,RED RIVER,3303,25,1730760.591,641213.8943
245576,9/11/2019,Trash - Curbside/Alley Missed Pickup,"No Garbage (brown cans) were picked up yesterday on All of the second block of McChesney.  I am not sure about the first or second block.  NONE on the second block though.  Thank you.  
Pamela Brooks","1213 McChesney Ave, Nashville, TN 37216, United States",37216,RED RIVER,2205,7,1754112.616,684968.4195
245656,9/11/2019,Trash - Backdoor,"Backdoor/2 weeks today, Wednesday/cart stays out {trash}","92 Oriel Ave, Nashville, TN 37210, United States",37210,RED RIVER,4301,16,1750152.739,651956.2674
245687,9/11/2019,Trash - Curbside/Alley Missed Pickup,this is happening all the time put on watch list,"1308 Tyne Blvd, Nashville, Tennessee, 37215",37215,RED RIVER,3303,34,1728981.001,637273.6012
245689,9/11/2019,Trash - Curbside/Alley Missed Pickup,Thank you!,"3503 Belmont Blvd, Nashville, TN 37215, United States",37215,RED RIVER,4305,25,1732033.801,648520.0016
245691,9/11/2019,Trash - Curbside/Alley Missed Pickup,We haven't had our trash picked up for three consecutive weeks now even though our container has been placed curbside the night prior to our scheduled pick up.,"405 Wayside Ct, Nashville, TN 37205, United States",37205,RED RIVER,1304,23,1700391.415,643905.0726
245694,9/11/2019,Trash - Curbside/Alley Missed Pickup,"It seems that none of the cans on our street were emptied today, but the connecting streets were.","507 Brighton Pl, Nashville, TN 37205, United States",37205,RED RIVER,2304S,24,1723320.66,653356.3674
245709,9/11/2019,Trash Collection Complaint,I have had 2 bags of trash left in the very bottom of my can for a month now! It stinks so bad I can't put it by the house or the inside of the house smells. They need to mot be in such a hurry they need to completely unend the can into the truck and they have not been doing it.,"2934 Wingate Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1751533.115,646321.6013
245849,9/12/2019,Trash - Curbside/Alley Missed Pickup,I believe there are others on my street who also did not have their trash picked up. There are multiple cans still out since Tuesday (our scheduled day),"407 Buchanan St, Nashville, TN 37208, United States",37208,WASTE IND,3207,19,1734495.091,674687.661
246007,9/12/2019,Trash - Curbside/Alley Missed Pickup,still out,"5232 Buena Vista Pike, Nashville, TN 37218, United States",37218,RED RIVER,3201,3,1724442.966,695065.2149
246105,9/12/2019,Trash - Curbside/Alley Missed Pickup,truck drive right past trash cart on her side of street,"4808 Foley Dr, Nashville, TN 37211, United States",37211,RED RIVER,2405,30,1756852.199,636092.801
246117,9/12/2019,Trash Collection Complaint,needs a supervisor to call her.  driver picked up 2 of the 3 carts (3rd cart has sticker where they paid for service) .  Driver has been argumentative in the past. 678-656-8024,"337 Margo Ln, Nashville, TN 37211, United States",37211,RED RIVER,3405,30,1760831.4,633456.0009
246133,9/12/2019,Trash Collection Complaint,CALLER SAYS THAT THE DRIVER IS ROUGH WITH THE CARTS CAUSING DAMAGE TO THEM. HE ALSO SAYS THAT THE CARTS ARE OFTEN THROWN ABOUT AND NOT PLACED BACK WHERE THEY ARE SERVICED FROM.,"2812 Desplane Dr, Nashville, TN 37217, United States",37217,RED RIVER,4503,29,1782895.467,634989.8472
246223,9/12/2019,Trash Collection Complaint,"Backdoor/trash again, not getting emptied Wednesday's.","857 Belton Dr, Nashville, TN 37205, United States",37205,RED RIVER,1305,23,1703637.828,653321.4503
246447,9/13/2019,Trash Collection Complaint,RESIDENT SAYS THE LAST COUPLE OF TIMES THE TRASH WAS PICKED UP THE CARTS WERE LEFT HALF FULL. HE WANTS TO MAKE SURE THAT DOESN'T HAPPEN AGAIN TODAY.,"4052 Calumet Dr, Nashville, TN 37013, United States",37013,RED RIVER,3504,33,1786153.085,630963.5651
246453,9/13/2019,Trash Collection Complaint,RESIDENT SAYS FOR THE PAST 2 WEEKS THE TRASH TRUCK HAS RIDDEN RIGHT PAST HIS CART WITHOUT SERVICING IT. HE HAS 2 WEEKS OF TRASH THAT NEEDS TO BE PICKED UP.,"435 Kinhawk Dr, Nashville, TN 37211, United States",37211,RED RIVER,4403,4,1756653.258,617952.7417
246469,9/13/2019,Trash - Curbside/Alley Missed Pickup,"2 weeks in row, curb {out by 7:00 a.m.} Tuesday","1400 14TH AVE N, 37208",37208,WASTE IND,3207,21,1731809.802,670747.2016
246481,9/13/2019,Trash - Curbside/Alley Missed Pickup,Hey its me again. Sad that I have to ask each week to get my trash picked up. It would really be nice to have one week where you guys did your job. One can only hope.,"110 GEORGE L DAVIS BLVD, 37203",37203,Metro,,19,1735557.002,664655.201
246502,9/13/2019,Trash - Curbside/Alley Missed Pickup,elderly has to pay someone to push to curb/trash unit-A,"2111 Lyle Ct, Nashville, TN 37210, United States",37210,RED RIVER,4303,16,1751250.958,652538.5608
246532,9/13/2019,Trash Collection Complaint,"For the last several weeks, the trash truck driver has been quiet rough with the trash cans but somewhat destructive with our property. Several weeks now many of us have to retrieve our trash cans out of the street as well as  them being turned over. Today the driver slammed my can down really hard, sent the can flying then he ran over it. The driver doesn?t wait for the items to fall from the can but flips it up and them back down with no hesitation to allow all the trash bags to travel from the bottom of the can. I have picked up trash for weeks now that falls from the truck while he is picking up my trash. The truck appears to be too full so when he adds items  many items fall off the truck. I just recommend the driver receive additional training. I realize the city will replace damaged trash cans but it is at us taxpayers expense. If you need more information, I can reach me at 901-494-8518.  Thanks for any assistance  Patsy Burns","2521 PENNINGTON BEND RD, 101, 37214",37214,RED RIVER,1501,15,1761362.568,693212.4483
246576,9/13/2019,Trash - Curbside/Alley Missed Pickup,Our trash pick-up day is Thursday. There are several carts out at the curb - most of which were put out by myself and neighbors on Wednesday evening. We are now at 11:00 Friday and there has been no sign of a trash truck.,"223 Largo Dr, Nashville, Tennessee, 37211",37211,,,30,1760560.33,638010.2137
246650,9/13/2019,Damage to Property,"Trash truck hit customer car that was parked on the street in front of this address, yesterday at 8:30 AM.  Callers has the incident on video from his home security camera.","2044 Lombardia Ln, Nashville, TN 37115, United States",37115,RED RIVER,3414,9,1762822.559,702023.9492
246776,9/13/2019,Damage to Property,"The garbage collectors or recyclers, I?m not sure which one, damaged my mailbox again ! All dented and door won?t close","136 Woodmont Blvd, Nashville, Tennessee, 37205",37205,RED RIVER,2303,24,1719084.671,652064.7584
246787,9/13/2019,Trash - Curbside/Alley Missed Pickup,been a month since pickup,"3134 Long Blvd, Nashville, TN 37203, United States",37203,METRO,9304,21,1726493.591,660740.7168
246795,9/13/2019,Trash - Curbside/Alley Missed Pickup,the trash can is off Natchez trace. thank you,"2800 Acklen Ave, Nashville, TN 37212, United States",37212,METRO,9301,18,1728911.536,657274.6053
246907,9/13/2019,Trash Collection Complaint,"trash and recycling carts are not replaced where they were before pickup. they are literally thrown all up and down the alley with no regard to proper placement. this is a recurring problem which improved after an earlier complaint on this platform. 

my neighbors and i should not have to spend time rearranging trash carts after pickup. the carts are neatly arranged before pickup. why can't they be placed in the same manner after pickup??","1411 Gartland Ave, Nashville, TN 37206, United States",37206,METRO,9501,6,1748776.198,672773.6003
247059,9/15/2019,Trash - Curbside/Alley Missed Pickup,Thank you for getting someone out to collect the trash so promptly. I posted on Friday afternoon and by Saturday midday it had been collected. As had my neighbors. I do appreciated your rapid response to what has been an on-going issue.,"3516 Lanawood Dr,Nashville,TN 37217,United States",37217,,,29,1788462.599,640124.8017
247304,9/16/2019,Trash - Curbside/Alley Missed Pickup,her cart is before the construction and it wasn't blocked,"1223 Chester Ave, Nashville, TN 37206, United States",37206,METRO,9502,7,1750775.808,678564.5982
247926,9/17/2019,Trash - Curbside/Alley Missed Pickup,This entire 5 homes on my side is the street did not get there trashed picked up. We have had it sitting out since our pickup date on 9/13,"280 Sailboat Dr, Nashville, TN 37217, United States",37217,RED RIVER,2505,29,1781428.198,636425.6004
247927,9/17/2019,Damage to Property,TRASH TRUCK HIT MAILBOX ON 09/12/2019. NEIGHBORS SAID DRIVER GOT OUT TRY TO SEE OF ANYONE WAS HOME AND TOOK PICTURES OF DAMAGE. PROPERTY OWNER JUST GOT BACK HOME TODAY. SHE WOULD LIKE A CALL BACK ABOUT THE DAMAGE. 615-330-3324,"5304 Townes Ct, Nashville, TN 37211, United States",37211,RED RIVER,4404,27,1761181.858,627022.2133
247934,9/17/2019,Trash - Curbside/Alley Missed Pickup,hers and several on this section of street,"280 Sailboat Dr, Nashville, TN 37217, United States",37217,RED RIVER,2505,29,1781428.198,636425.6004
247955,9/17/2019,Trash - Curbside/Alley Missed Pickup,My neighbors trash was picked up but mine wasn't.,"1707 23rd Ave N, Nashville, TN 37208, United States",37208,METRO,9201,21,1728247.98,672171.9154
248034,9/17/2019,Trash Collection Complaint,trash carts were dropped in the ditch and she is handicap make sure they set back where they get them,"6311 Robertson Ave, Nashville, TN 37209, United States",37209,RED RIVER,4203,20,1709773.801,665217.6016
248121,9/17/2019,Trash - Curbside/Alley Missed Pickup,2 weeks in a row no trash or recycling pickup,"5012 Arrogate Dr, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1787336.03,629608.844
248155,9/17/2019,Trash - Curbside/Alley Missed Pickup,"This happens all the time. We have two garbage trucks go by our house on Tuesdays, and it's almost like they think the other one is going to get it. Please coordinate to make sure this won't continue happening. Thank you.","1115 Norvel Ave, Nashville, TN 37216, United States",37216,RED RIVER,2205,7,1754031.285,686638.9742
248164,9/17/2019,Trash - Curbside/Alley Missed Pickup,My cans were left unattended,"1715 26th Ave N, Nashville, TN 37208, United States",37208,METRO,9201,21,1726637.148,672965.6269
248165,9/17/2019,Trash - Curbside/Alley Missed Pickup,Can were left unattended,"1715 26th Ave N, Nashville, TN 37208, United States",37208,,,21,1726637.148,672965.6269
248197,9/18/2019,Trash - Curbside/Alley Missed Pickup,My whole street wasn't picked up on our normal Tuesday,"2608 Solon Dr, Nashville, TN 37206, United States",37206,RED RIVER,1202,7,1758296.728,676513.659
248200,9/18/2019,Trash - Curbside/Alley Missed Pickup,Same say as recycling day and there were 3 cans side by side,"332 Ewing Dr, Nashville, TN 37207, United States",37207,RED RIVER,3201,2,1739744.198,691471.9999
248244,9/18/2019,Trash - Curbside/Alley Missed Pickup,"only emptied half/way, curb {Tuesday} needs to be emptied all the way.","1709 Porter Rd, Nashville, TN 37206, United States",37206,RED RIVER,1203,7,1755589.199,678601.7989
248245,9/18/2019,Trash - Backdoor,had surgery cant get to street can they pickup at house call if you need to speak to her,"820 Gallavista Ave, Nashville, TN 37115, United States",37115,RED RIVER,3312,7,1758629.798,699439.1984
248249,9/18/2019,Trash - Curbside/Alley Missed Pickup,One side of street/not service for trash/pickup Tuesday. Curb,"4237 Hallmark Rd, Nashville, TN 37218, United States",37218,RED RIVER,3203,1,1716994.22,687567.1582
248259,9/18/2019,Trash - Curbside/Alley Missed Pickup,It was out,"1726 25th Ave N, Nashville, TN 37208, United States",37208,METRO,9201,21,1727531.402,672495.2009
248275,9/18/2019,Trash - Curbside/Alley Missed Pickup,"2 trash/carts, only one cart emptied, leaving 2nd trash/cart full, curb {needs empty}","501 Green Ln, Nashville, TN 37189, United States",37189,RED RIVER,3201,3,1730175.591,693786.8283
248290,9/18/2019,Trash - Curbside/Alley Missed Pickup,wants picked up today,2513 Jenkins St,37208,METRO,9205,21,1726758.438,673630.2008
248398,9/18/2019,Trash Collection Complaint,only got one of her carts,3716 Grubbs Rd,37211,RED RIVER,4302,16,1754088.198,641420.8012
248478,9/18/2019,Trash - Curbside/Alley Missed Pickup,I don't believe any of the trash cans on Greenside Place were picked up yesterday.,"2704 Greenside Pl, Nashville, TN 37206, United States",37206,RED RIVER,1202,7,1758155.569,676171.8819
248600,9/18/2019,Trash - Curbside/Alley Missed Pickup,CARTS ARE RUNNING OVER,"167 ROSA L PARKS BLVD, 37203",37203,,,19,1737193.001,666107.2018
248603,9/18/2019,Trash - Curbside/Alley Missed Pickup,got one side of street,"4324 W Hamilton Rd, Nashville, TN 37218, United States",37218,RED RIVER,3203,1,1716237.8,687471.9997
248604,9/18/2019,Trash Collection Complaint,"either oil and/or hydraulic fluid leaked into the street in front of my house on Jamesborough place coming from the trash pick up truck. I have previously complained to Public Works via HubNashville. I was told repairs to the truck would be made. However, as you can see, it is still leaking as of today.","4248 Jamesborough Pl, Nashville, Tennessee, 37215",37215,RED RIVER,3303,25,1730760.591,641213.8943
248631,9/18/2019,Trash - Curbside/Alley Missed Pickup,cart out,"905 Noelton Ave, Nashville, TN 37204, United States",37204,RED RIVER,4305,25,1736303.158,648339.6892
248645,9/18/2019,Trash Collection Complaint,only emptied ont of her trash carts,"607 Estes Rd, Nashville, TN 37215, United States",37215,RED RIVER,2303,24,1721739.6,652520.7005
248665,9/18/2019,Trash - Curbside/Alley Missed Pickup,carts still on street,"4025 Ashland City Hwy, Nashville, TN 37218, United States",37218,RED RIVER,4202,2,1718447.4,680567.9998
248696,9/18/2019,Trash - Curbside/Alley Missed Pickup,Trash/sit's on MtCarmel Pl {side} condo {Wednesday},"306 Cana Cir, Nashville, TN 37205, United States",37205,RED RIVER,1303,23,1705749.927,640093.8183
248766,9/18/2019,Trash Collection Complaint,RESIDENT SAYS THE DRIVER FOR THE PAST FEW WEEKS HAS LEFT BAGS OF TRASH IN HIS YARD.,"213 Lovell St, Nashville, TN 37115, United States",37115,RED RIVER,3512,9,1759556.892,705150.6562
248812,9/18/2019,Trash Collection Complaint,Once again my trash lid wasn?t closed along with my neighbors. The pictures include some of my neighbors carts. We don?t have a problem as long as the long haired gentleman is on the route. It is the other crews that don?t care,1718 Sweetbriar Ave,37212,METRO,9308,18,1732864.921,653263.2609
248815,9/18/2019,Trash Collection Complaint,"This is both trash and recycling. Tonight, around 7pm [9.18.19] I heard the garbage truck outside. Later I walked out to move both my trash and recycling carts back to the side of the house. What I found was a bag of my garbage and tons of rubbish all over the sidewalk and street. I also noticed that my recycling cart had been knocked down into my yard with recycling strewn all about. So I picked it all up and it is awaiting a neat and tidy pick up. I cleaned up the street and sidewalk as best as I could while trying to remain safe. Please have them return tomorrow and get this taken care of.","314 Antioch Pike, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1750344.2,644575.2008
